Beneficiary ID,Age,Gender,State,District,Program Category,Enrollment Date,Program Completion Status,Attendance Percentage,Training Hours,Funds Allocated,Funds Utilized,Volunteer Count,Satisfaction Score,Employment Obtained After Training (Yes/No),Monthly Donation Amount,Donor Type,Event Participation Count
BEN-00180,55,Female,Karnataka,Mysore,Health Awareness,2023-07-09,Completed,87.95,11,2400.0,2034.44,10,4.0,No,0.0,None,2
BEN-00181,34,Male,Maharashtra,Nagpur,Skill Development,2025-10-14,Completed,67.84,203,23700.0,17824.03,2,4.0,No,2600.0,Individual,2
BEN-00182,19,Female,West Bengal,Howrah,Skill Development,2021-07-31,Completed,61.41,201,29000.0,29080.68,3,3.0,No,29000.0,Government,3
BEN-00183,17,Non-binary,Maharashtra,Mumbai,Health Awareness,2022-05-11,Completed,76.66,13,1700.0,1032.99,1,,No,0.0,None,1
BEN-00184,32,Female,Uttar Pradesh,Noida,Health Awareness,2023-11-01,Completed,96.45,12,2100.0,1600.69,6,4.0,No,1700.0,Corporate,0
BEN-00185,25,Female,Uttar Pradesh,Kanpur,Digital Literacy,2024-08-28,Completed,72.43,56,8200.0,7222.8,1,4.0,No,7900.0,CSR,2
BEN-00186,35,Female,Uttar Pradesh,Noida,Women Empowerment,2021-02-06,Completed,65.74,132,16900.0,16084.22,9,3.0,Yes,0.0,None,1
BEN-00187,32,Female,Maharashtra,Pune,Skill Development,2025-01-20,Completed,73.43,224,16000.0,13670.04,9,3.0,No,0.0,None,2
BEN-00188,27,Female,Uttar Pradesh,Kanpur,Skill Development,2024-06-08,Completed,74.82,173,21400.0,17374.65,5,4.0,No,0.0,None,2
BEN-00189,19,Male,Maharashtra,Mumbai,Education,2024-02-16,Completed,87.87,92,7800.0,6624.68,6,4.0,No,0.0,None,2
BEN-00190,15,Male,Maharashtra,Mumbai,Education,2023-11-08,Dropped Out,81.15,82,6500.0,5255.41,1,1.0,No,0.0,None,3
BEN-00191,23,Male,Uttar Pradesh,Lucknow,Skill Development,2024-04-10,Completed,85.06,205,17000.0,13375.66,9,5.0,Yes,16200.0,Corporate,3
BEN-00192,36,Male,Uttar Pradesh,Kanpur,Digital Literacy,2022-06-02,Dropped Out,87.96,66,10200.0,8320.88,8,2.0,No,2900.0,Individual,2
BEN-00193,30,Male,Karnataka,Mysore,Education,2022-01-14,Dropped Out,81.87,75,6400.0,5984.77,5,3.0,No,0.0,None,1
BEN-00194,15,Male,West Bengal,Howrah,Education,2023-03-10,Dropped Out,81.83,87,7600.0,5662.51,4,3.0,No,8900.0,CSR,2
BEN-00195,29,Male,Uttar Pradesh,Kanpur,Education,2025-01-07,Completed,64.92,76,7600.0,7749.25,2,4.0,No,8100.0,CSR,5
BEN-00196,31,Female,Uttar Pradesh,Kanpur,Health Awareness,2024-07-22,Completed,100.0,10,2900.0,2299.1,7,5.0,No,0.0,None,3
BEN-00197,19,Female,West Bengal,Kolkata,Skill Development,2024-02-08,Completed,92.07,180,24200.0,21239.8,2,5.0,Yes,21600.0,Corporate,2
BEN-00198,29,Female,Uttar Pradesh,Lucknow,Skill Development,2024-06-27,Dropped Out,63.96,211,16600.0,14945.82,1,3.0,No,0.0,None,2
BEN-00199,28,Female,West Bengal,Kolkata,Education,2024-06-09,Completed,68.35,72,8600.0,8057.45,10,3.0,No,0.0,None,4
BEN-00200,16,Female,Uttar Pradesh,Kanpur,Skill Development,2023-04-13,Completed,76.06,232,24400.0,24819.26,10,3.0,No,23100.0,Corporate,0
BEN-00201,31,Male,Karnataka,Mysore,Education,2021-12-13,Completed,73.45,89,9900.0,9228.81,10,4.0,No,0.0,None,7
BEN-00202,33,Female,Uttar Pradesh,Lucknow,Skill Development,2025-09-01,Completed,73.48,226,22300.0,16021.59,7,3.0,No,1600.0,Individual,3
BEN-00203,38,Female,West Bengal,Kolkata,Education,2024-08-08,Completed,88.31,80,8400.0,5988.04,5,4.0,No,2700.0,Individual,6
BEN-00204,38,Female,Uttar Pradesh,Noida,Health Awareness,2024-12-22,Completed,72.55,12,3400.0,3230.06,2,4.0,No,3700.0,CSR,2
BEN-00205,15,Female,Delhi,New Delhi,Women Empowerment,2024-01-14,Completed,100.0,105,24800.0,21957.57,7,4.0,Yes,0.0,None,3
BEN-00206,18,Female,Uttar Pradesh,Kanpur,Health Awareness,2025-03-10,Completed,94.17,13,2100.0,1962.6,4,5.0,No,2100.0,Government,4
BEN-00207,33,Female,Uttar Pradesh,Noida,Skill Development,2024-07-16,Completed,72.68,207,24100.0,20054.93,8,,No,0.0,None,4
BEN-00208,33,Female,Karnataka,Mysore,Skill Development,2021-07-29,Dropped Out,85.27,211,19700.0,17799.65,7,2.0,No,19700.0,Government,1
BEN-00209,33,Female,Maharashtra,Mumbai,Education,2025-08-24,Completed,58.53,93,7600.0,6417.7,7,3.0,No,9000.0,CSR,4
BEN-00210,65,Male,West Bengal,Howrah,Skill Development,2023-04-10,Dropped Out,59.57,187,29900.0,25578.95,8,2.0,No,0.0,None,1
BEN-00211,33,Male,Maharashtra,Pune,Skill Development,2022-04-03,Completed,65.05,197,20300.0,17412.96,4,4.0,No,0.0,None,4
BEN-00212,39,Female,Karnataka,Bangalore,Skill Development,2021-11-15,Completed,87.22,206,16900.0,17438.25,10,5.0,No,0.0,None,7
BEN-00213,37,Female,Maharashtra,Mumbai,Health Awareness,2025-01-22,Completed,72.22,10,2600.0,2939.52,6,3.0,No,0.0,None,2
BEN-00214,34,Female,West Bengal,Howrah,Health Awareness,2024-12-31,Completed,63.05,11,2500.0,2204.49,2,3.0,No,0.0,None,2
BEN-00215,24,Male,West Bengal,Kolkata,Health Awareness,2024-12-25,Completed,75.97,12,2800.0,2575.24,8,3.0,No,0.0,None,0
BEN-00216,35,Female,Uttar Pradesh,Lucknow,Education,2025-09-23,Completed,64.36,77,7500.0,5726.42,3,4.0,No,0.0,None,5
BEN-00217,20,Female,Karnataka,Bangalore,Women Empowerment,2023-06-30,Completed,76.71,135,14300.0,12466.05,9,3.0,No,0.0,None,0
BEN-00218,25,Male,Karnataka,Bangalore,Education,2024-06-12,Completed,65.42,67,8000.0,6476.19,1,4.0,No,0.0,None,0
BEN-00219,23,Female,Uttar Pradesh,Noida,Women Empowerment,2024-09-05,Completed,89.72,133,21200.0,18011.88,7,5.0,No,0.0,None,2
BEN-00220,28,Female,Delhi,New Delhi,Skill Development,2025-12-07,Ongoing,83.27,213,29700.0,24250.71,3,,No,0.0,None,1
BEN-00221,51,Female,Uttar Pradesh,Kanpur,Education,2023-04-23,Dropped Out,54.15,75,5000.0,4504.83,6,1.0,No,0.0,None,3
BEN-00222,15,Male,Karnataka,Mysore,Digital Literacy,2025-11-10,Ongoing,85.33,54,6100.0,6356.78,5,,No,0.0,None,3
BEN-00223,34,Male,Uttar Pradesh,Kanpur,Women Empowerment,2022-05-01,Completed,78.11,95,20100.0,16336.65,9,4.0,Yes,0.0,None,4
BEN-00224,15,Male,Uttar Pradesh,Noida,Skill Development,2025-03-20,Completed,51.17,184,16800.0,15478.48,6,,No,0.0,None,3
BEN-00225,23,Female,Maharashtra,Pune,Education,2024-09-24,Completed,80.16,88,9200.0,8916.4,8,4.0,No,11400.0,CSR,3
BEN-00226,38,Female,Maharashtra,Mumbai,Skill Development,2025-05-26,Completed,64.37,198,27000.0,20979.88,2,3.0,No,27000.0,Government,2
BEN-00227,28,Non-binary,Karnataka,Bangalore,Digital Literacy,2021-04-30,Completed,81.39,66,12000.0,11377.87,7,4.0,No,0.0,None,4
BEN-00228,17,Male,West Bengal,Howrah,Women Empowerment,2021-10-16,Completed,65.96,112,17400.0,17431.51,3,3.0,Yes,0.0,None,0
BEN-00229,20,Female,Maharashtra,Mumbai,Digital Literacy,2021-09-19,Completed,62.92,64,8000.0,7939.07,3,3.0,No,0.0,None,3
BEN-00230,34,Male,Uttar Pradesh,Kanpur,Education,2024-07-29,Completed,61.98,74,7800.0,8176.33,1,4.0,No,0.0,None,5
BEN-00231,20,Female,Delhi,South Delhi,Women Empowerment,2024-08-12,Completed,84.27,108,20300.0,15626.23,3,5.0,No,0.0,None,3
BEN-00232,30,Female,Maharashtra,Pune,Health Awareness,2025-09-12,Completed,60.39,11,1500.0,1334.55,3,4.0,No,0.0,None,1
BEN-00233,28,Male,Maharashtra,Pune,Skill Development,2024-01-19,Dropped Out,63.68,186,18000.0,16733.5,7,1.0,No,0.0,None,1
BEN-00234,21,Female,Uttar Pradesh,Kanpur,Education,2021-09-14,Completed,61.13,67,6400.0,5427.95,7,4.0,No,0.0,None,1
BEN-00235,49,Male,Maharashtra,Nagpur,Women Empowerment,2022-09-23,Completed,72.35,117,22300.0,19066.49,9,4.0,Yes,27800.0,CSR,4
BEN-00236,34,Female,Uttar Pradesh,Kanpur,Women Empowerment,2021-02-05,Completed,69.41,121,16000.0,15105.78,10,3.0,Yes,16000.0,Government,3
BEN-00237,15,Female,Karnataka,Bangalore,Health Awareness,2025-04-05,Completed,93.14,13,2500.0,2226.07,5,4.0,No,2300.0,CSR,3
BEN-00238,29,Male,Maharashtra,Mumbai,Health Awareness,2025-05-24,Completed,82.9,13,2100.0,1801.84,10,5.0,No,0.0,None,2
BEN-00239,21,Male,Karnataka,Mysore,Health Awareness,2025-12-28,Ongoing,54.71,13,1500.0,1345.38,9,,No,1400.0,CSR,4
BEN-00240,36,Female,Maharashtra,Mumbai,Women Empowerment,2023-10-20,Completed,85.32,128,20900.0,18030.18,8,5.0,No,20900.0,Government,2
BEN-00241,20,Female,Uttar Pradesh,Lucknow,Education,2021-03-24,Completed,96.79,82,6700.0,6037.75,3,5.0,No,0.0,None,2
BEN-00242,26,Male,Karnataka,Bangalore,Skill Development,2022-11-17,Completed,75.22,175,25900.0,25426.98,1,3.0,No,0.0,None,4
BEN-00243,33,Female,Maharashtra,Nagpur,Health Awareness,2024-07-21,Completed,82.51,12,2700.0,2342.2,3,4.0,No,2500.0,Individual,2
BEN-00244,36,Male,Uttar Pradesh,Varanasi,Digital Literacy,2025-11-17,Ongoing,61.24,63,6200.0,5055.93,5,,No,0.0,None,3
BEN-00245,15,Male,Delhi,New Delhi,Education,2021-12-30,Completed,100.0,91,5900.0,5676.17,4,5.0,No,7100.0,CSR,2
BEN-00246,24,Female,Maharashtra,Mumbai,Skill Development,2022-02-19,Completed,94.34,213,20000.0,19557.54,6,5.0,Yes,0.0,None,3
BEN-00247,23,Female,Karnataka,Mysore,Skill Development,2024-12-28,Completed,79.87,224,20100.0,18063.93,10,,No,23900.0,CSR,2
BEN-00248,21,Female,Maharashtra,Nagpur,Education,2024-11-11,Completed,54.33,71,8400.0,7642.88,9,3.0,No,10000.0,CSR,1
BEN-00249,45,Male,Delhi,New Delhi,Skill Development,2022-12-20,Completed,89.67,193,28700.0,30566.44,4,5.0,Yes,33300.0,CSR,2
BEN-00250,32,Female,Uttar Pradesh,Lucknow,Women Empowerment,2025-05-21,Completed,74.57,125,22400.0,20441.0,10,4.0,No,21000.0,Corporate,3
BEN-00251,15,Female,Maharashtra,Nagpur,Education,2022-03-10,Completed,94.63,89,8200.0,6616.97,10,5.0,No,9400.0,Corporate,1
BEN-00252,37,Female,West Bengal,Kolkata,Health Awareness,2025-10-05,Completed,88.74,11,2500.0,1961.3,9,4.0,No,2500.0,Government,4
BEN-00253,49,Male,Karnataka,Bangalore,Health Awareness,2022-09-03,Completed,69.62,11,2800.0,2556.21,2,3.0,No,2100.0,Individual,5
BEN-00254,38,Female,Uttar Pradesh,Lucknow,Digital Literacy,2021-10-26,Completed,85.45,64,11400.0,8769.73,4,5.0,No,0.0,None,2
BEN-00255,15,Female,Uttar Pradesh,Lucknow,Education,2023-06-13,Completed,95.63,70,7700.0,6318.57,10,5.0,No,0.0,None,2
BEN-00256,23,Male,Uttar Pradesh,Noida,Women Empowerment,2022-08-04,Completed,78.55,139,16400.0,14176.44,6,4.0,No,1200.0,Individual,5
BEN-00257,40,Male,Delhi,South Delhi,Skill Development,2024-04-22,Completed,75.21,182,26800.0,22825.91,10,4.0,No,700.0,Individual,5
BEN-00258,20,Male,Karnataka,Bangalore,Skill Development,2024-12-07,Completed,68.15,161,21200.0,17448.69,4,3.0,No,0.0,None,4
BEN-00259,32,Female,Delhi,New Delhi,Women Empowerment,2024-02-26,Completed,74.26,120,21700.0,20552.43,4,3.0,No,0.0,None,1
BEN-00260,35,Female,Maharashtra,Nagpur,Health Awareness,2024-11-02,Completed,85.57,14,3200.0,2461.44,3,4.0,No,0.0,None,0
BEN-00261,18,Male,Karnataka,Bangalore,Education,2023-07-29,Completed,100.0,84,6500.0,5955.6,6,4.0,No,0.0,None,2
BEN-00262,27,Female,Maharashtra,Nagpur,Digital Literacy,2021-04-27,Completed,80.04,64,10300.0,8482.67,3,5.0,Yes,10300.0,Government,1
BEN-00263,15,Male,Uttar Pradesh,Lucknow,Health Awareness,2025-12-01,Ongoing,65.87,12,2100.0,1582.06,7,,No,2100.0,Government,3
BEN-00264,17,Male,Maharashtra,Pune,Health Awareness,2025-05-29,Completed,66.8,11,2600.0,2037.54,6,3.0,No,0.0,None,3
BEN-00265,25,Female,West Bengal,Howrah,Health Awareness,2021-10-01,Completed,68.08,10,1900.0,1764.08,4,4.0,No,0.0,None,0
BEN-00266,15,Male,Karnataka,Mysore,Skill Development,2023-12-20,Completed,67.75,154,25300.0,19642.87,7,4.0,No,2200.0,Individual,1
BEN-00267,44,Male,Maharashtra,Mumbai,Health Awareness,2024-09-27,Completed,70.98,12,3100.0,3209.71,5,4.0,No,3400.0,Corporate,0
BEN-00268,15,Female,Delhi,South Delhi,Skill Development,2022-08-10,Dropped Out,47.38,226,28300.0,25146.04,9,1.0,No,30000.0,CSR,2
BEN-00269,23,Female,West Bengal,Kolkata,Digital Literacy,2024-07-07,Completed,66.7,62,8100.0,6609.86,3,4.0,No,8800.0,CSR,3
BEN-00270,29,Female,Maharashtra,Pune,Education,2024-05-02,Completed,94.36,84,9800.0,6780.64,3,5.0,No,1800.0,Individual,1
BEN-00271,42,Female,Uttar Pradesh,Kanpur,Skill Development,2022-09-20,Completed,60.42,231,19200.0,16714.87,8,4.0,No,0.0,None,3
BEN-00272,15,Female,West Bengal,Kolkata,Women Empowerment,2022-04-12,Completed,85.03,123,12400.0,11606.36,2,5.0,Yes,12400.0,Government,1
BEN-00273,39,Male,Karnataka,Mysore,Skill Development,2025-03-13,Completed,78.37,197,29800.0,28010.71,6,4.0,No,0.0,None,1
BEN-00274,28,Male,Uttar Pradesh,Kanpur,Skill Development,2023-05-12,Completed,98.17,183,24400.0,19482.21,8,5.0,Yes,24400.0,Government,2
BEN-00275,18,Female,Maharashtra,Pune,Skill Development,2022-12-07,Completed,78.42,240,27600.0,24081.23,7,3.0,No,0.0,None,2
BEN-00276,32,Female,Maharashtra,Mumbai,Digital Literacy,2025-02-14,Completed,73.49,63,9400.0,9220.15,7,3.0,No,9400.0,Government,0
BEN-00277,29,Male,Uttar Pradesh,Lucknow,Skill Development,2025-02-11,Completed,75.39,181,20800.0,19105.65,4,3.0,No,0.0,None,0
BEN-00278,21,Female,West Bengal,Howrah,Skill Development,2023-02-11,Completed,65.73,176,23900.0,22717.73,1,4.0,No,2400.0,Individual,3
BEN-00279,28,Male,Maharashtra,Nagpur,Education,2025-08-03,Completed,88.24,90,9300.0,7876.15,2,5.0,No,0.0,None,2
BEN-00280,24,Female,Karnataka,Bangalore,Skill Development,2024-12-09,Completed,68.49,179,26300.0,23107.75,9,4.0,No,34000.0,CSR,1
BEN-00281,29,Female,Uttar Pradesh,Lucknow,Skill Development,2023-06-24,Completed,73.49,237,25600.0,20185.53,1,4.0,No,0.0,None,1
BEN-00282,34,Female,Maharashtra,Nagpur,Health Awareness,2023-11-15,Dropped Out,74.69,8,2100.0,1656.25,7,3.0,No,1200.0,Individual,2
BEN-00283,43,Male,Uttar Pradesh,Noida,Education,2025-01-30,Completed,85.97,91,5200.0,4976.44,5,4.0,No,5600.0,Corporate,5
BEN-00284,15,Female,Karnataka,Mysore,Education,2022-09-27,Completed,67.36,83,7100.0,7122.96,10,4.0,No,7300.0,Corporate,2
BEN-00285,49,Male,Maharashtra,Mumbai,Skill Development,2024-01-21,Completed,61.92,202,22500.0,17193.45,10,4.0,No,22500.0,Government,4
BEN-00286,15,Female,Delhi,South Delhi,Skill Development,2024-10-23,Completed,96.21,196,18600.0,12002.6,3,4.0,Yes,0.0,None,0
BEN-00287,26,Female,Uttar Pradesh,Lucknow,Skill Development,2024-05-11,Completed,84.38,237,21800.0,18869.8,1,4.0,Yes,0.0,None,5
BEN-00288,33,Female,Uttar Pradesh,Noida,Health Awareness,2024-08-20,Completed,71.18,12,3400.0,2852.04,3,3.0,No,3400.0,Government,0
BEN-00289,30,Male,Uttar Pradesh,Varanasi,Skill Development,2024-05-21,Completed,62.67,181,18200.0,17459.0,2,3.0,No,0.0,None,3
BEN-00290,21,Male,Uttar Pradesh,Varanasi,Skill Development,2022-08-30,Completed,84.89,165,19500.0,17326.54,1,4.0,Yes,0.0,None,3
BEN-00291,25,Female,Delhi,New Delhi,Women Empowerment,2023-10-16,Completed,93.64,122,13500.0,11722.9,6,5.0,Yes,11200.0,Corporate,5
BEN-00292,23,Female,Maharashtra,Pune,Education,2024-04-29,Completed,95.95,79,8900.0,8265.72,4,4.0,No,1000.0,Individual,4
BEN-00293,22,Female,Delhi,South Delhi,Health Awareness,2025-04-09,Completed,55.4,10,3100.0,2689.56,6,4.0,No,3100.0,Government,3
BEN-00294,36,Female,Maharashtra,Nagpur,Skill Development,2024-10-23,Completed,74.04,198,28700.0,22758.48,3,4.0,No,31400.0,CSR,0
BEN-00295,31,Female,Uttar Pradesh,Lucknow,Skill Development,2023-11-13,Dropped Out,75.18,188,21700.0,18070.85,9,3.0,No,0.0,None,4
BEN-00296,21,Male,Uttar Pradesh,Varanasi,Health Awareness,2025-12-01,Ongoing,71.2,12,1500.0,1284.38,7,,No,1100.0,Individual,5
BEN-00297,36,Male,Uttar Pradesh,Lucknow,Education,2022-01-11,Completed,74.45,85,7400.0,5715.46,1,3.0,No,0.0,None,2
BEN-00298,31,Female,Karnataka,Bangalore,Digital Literacy,2022-09-16,Completed,82.86,68,9000.0,7677.98,5,5.0,Yes,0.0,None,3
BEN-00299,36,Female,Delhi,South Delhi,Women Empowerment,2023-06-16,Completed,100.0,130,14500.0,13767.72,1,4.0,No,14500.0,Government,3
BEN-00300,34,Male,Uttar Pradesh,Lucknow,Women Empowerment,2022-11-04,Completed,68.34,111,24000.0,23340.21,9,3.0,No,29500.0,CSR,5
BEN-00301,19,Male,Uttar Pradesh,Lucknow,Digital Literacy,2024-09-13,Completed,81.73,62,10400.0,9579.18,5,5.0,No,11900.0,CSR,5
BEN-00302,22,Female,Karnataka,Bangalore,Health Awareness,2021-06-09,Completed,65.06,12,2500.0,2104.73,2,3.0,No,2800.0,Individual,3
BEN-00303,35,Female,Delhi,South Delhi,Women Empowerment,2022-07-10,Completed,61.24,104,22100.0,18044.2,10,3.0,No,0.0,None,2
BEN-00304,34,Female,Delhi,South Delhi,Health Awareness,2023-03-17,Completed,90.7,12,1800.0,1454.08,2,4.0,No,0.0,None,4
BEN-00305,27,Female,Maharashtra,Nagpur,Skill Development,2024-12-03,Completed,82.13,237,28100.0,25937.17,2,4.0,Yes,0.0,None,4
BEN-00306,29,Female,Uttar Pradesh,Noida,Skill Development,2025-08-07,Completed,71.02,200,27300.0,27649.22,3,3.0,No,27300.0,Government,3
BEN-00307,40,Female,West Bengal,Howrah,Education,2025-05-03,Completed,100.0,67,9700.0,8951.59,6,4.0,No,0.0,None,3
BEN-00308,22,Male,Karnataka,Bangalore,Education,2022-07-21,Completed,84.71,80,8400.0,8174.11,5,4.0,No,0.0,None,3
BEN-00309,33,Female,Uttar Pradesh,Varanasi,Health Awareness,2024-06-18,Completed,88.1,10,1800.0,1538.21,3,5.0,No,0.0,None,3
BEN-00310,25,Female,Karnataka,Mysore,Education,2021-05-05,Dropped Out,57.75,86,8600.0,7714.45,5,2.0,No,0.0,None,4
BEN-00311,25,Female,Karnataka,Mysore,Education,2023-04-19,Completed,67.15,84,7300.0,6810.28,7,3.0,No,0.0,None,1
BEN-00312,38,Male,Uttar Pradesh,Lucknow,Health Awareness,2025-05-12,Completed,56.79,11,2900.0,2747.7,5,4.0,No,0.0,None,3
BEN-00313,36,Male,Maharashtra,Mumbai,Education,2024-01-02,Completed,82.6,77,7600.0,5928.38,5,5.0,No,0.0,None,2
BEN-00314,36,Female,Uttar Pradesh,Kanpur,Skill Development,2022-05-04,Completed,83.04,195,15100.0,14284.72,2,5.0,Yes,15100.0,Government,4
BEN-00315,41,Female,Uttar Pradesh,Varanasi,Women Empowerment,2023-12-03,Completed,62.75,120,24100.0,23214.77,6,4.0,No,0.0,None,3
BEN-00316,28,Non-binary,Delhi,New Delhi,Women Empowerment,2022-08-28,Dropped Out,67.15,110,20900.0,19750.2,3,3.0,No,2900.0,Individual,1
BEN-00317,34,Female,Uttar Pradesh,Lucknow,Health Awareness,2023-09-17,Completed,71.13,10,2700.0,2240.58,7,3.0,No,0.0,None,2
BEN-00318,24,Female,Karnataka,Mysore,Skill Development,2024-02-21,Completed,70.33,222,16300.0,16511.9,7,4.0,No,13100.0,Corporate,5
BEN-00319,31,Female,West Bengal,Kolkata,Skill Development,2023-07-01,Completed,97.54,192,22000.0,19143.23,4,5.0,No,21500.0,CSR,4
BEN-00320,26,Female,Uttar Pradesh,Varanasi,Health Awareness,2025-10-19,Completed,78.27,12,1600.0,1428.15,2,3.0,No,0.0,None,1
BEN-00321,28,Female,Maharashtra,Mumbai,Skill Development,2024-06-14,Completed,80.02,205,22800.0,19269.43,5,5.0,Yes,0.0,None,1
BEN-00322,33,Male,Karnataka,Mysore,Women Empowerment,2025-06-27,Completed,94.17,123,20600.0,16743.2,1,4.0,Yes,0.0,None,2
BEN-00323,19,Male,Karnataka,Mysore,Digital Literacy,2025-03-15,Completed,94.86,52,7900.0,6921.03,8,5.0,No,0.0,None,3
BEN-00324,48,Female,Karnataka,Bangalore,Skill Development,2024-11-02,Completed,90.8,166,23700.0,23320.74,6,4.0,No,28000.0,Corporate,2
BEN-00325,17,Male,Uttar Pradesh,Lucknow,Skill Development,2024-03-06,Completed,83.85,188,19700.0,19473.97,6,5.0,Yes,0.0,None,2
BEN-00326,15,Female,Maharashtra,Mumbai,Education,2021-01-10,Completed,83.67,83,9500.0,8521.91,1,5.0,No,0.0,None,1
BEN-00327,39,Female,Maharashtra,Nagpur,Women Empowerment,2024-08-27,Completed,83.21,111,16200.0,16271.77,6,4.0,Yes,17500.0,Corporate,0
BEN-00328,35,Male,West Bengal,Kolkata,Education,2023-07-13,Completed,71.43,77,6000.0,5808.47,3,4.0,No,0.0,None,3
BEN-00329,34,Male,Uttar Pradesh,Lucknow,Skill Development,2022-02-08,Completed,81.61,242,19100.0,15091.42,3,4.0,Yes,0.0,None,2
BEN-00330,34,Female,West Bengal,Howrah,Health Awareness,2023-12-13,Dropped Out,57.94,9,2100.0,1799.91,1,3.0,No,2500.0,Individual,3
BEN-00331,27,Female,Uttar Pradesh,Noida,Skill Development,2025-02-10,Completed,100.0,184,21600.0,21103.68,10,5.0,No,0.0,None,3
BEN-00332,19,Male,West Bengal,Howrah,Skill Development,2025-11-16,Ongoing,93.19,237,16800.0,14255.54,8,,No,0.0,None,2
BEN-00333,28,Male,Delhi,New Delhi,Health Awareness,2023-08-15,Completed,84.99,11,1800.0,1483.94,5,5.0,No,0.0,None,5
BEN-00334,21,Male,Maharashtra,Mumbai,Skill Development,2024-05-16,Dropped Out,53.89,185,19100.0,18892.7,8,1.0,No,0.0,None,3
BEN-00335,37,Female,Delhi,South Delhi,Health Awareness,2025-07-07,Completed,77.55,13,1500.0,1219.54,9,4.0,No,0.0,None,6
BEN-00336,26,Female,Uttar Pradesh,Varanasi,Women Empowerment,2023-06-03,Completed,67.09,120,20100.0,17874.95,5,4.0,No,0.0,None,4
BEN-00337,19,Female,Uttar Pradesh,Lucknow,Education,2022-04-14,Dropped Out,78.33,77,7600.0,6939.04,10,3.0,No,0.0,None,1
BEN-00338,24,Female,Uttar Pradesh,Varanasi,Digital Literacy,2023-02-22,Completed,86.06,61,7200.0,6394.51,3,4.0,Yes,8800.0,CSR,2
BEN-00339,32,Male,Uttar Pradesh,Noida,Education,2025-09-04,Completed,86.65,74,6800.0,6482.61,10,4.0,No,0.0,None,4
BEN-00340,22,Female,Uttar Pradesh,Noida,Digital Literacy,2022-05-28,Completed,76.6,53,7900.0,6750.64,6,3.0,No,0.0,None,1
BEN-00341,19,Female,Karnataka,Bangalore,Education,2023-05-25,Completed,76.28,79,5700.0,4776.11,2,3.0,No,5700.0,Government,5
BEN-00342,30,Male,Delhi,South Delhi,Skill Development,2024-01-15,Completed,78.42,179,25600.0,23225.41,6,,No,22700.0,Corporate,1
BEN-00343,30,Female,Uttar Pradesh,Kanpur,Education,2025-07-02,Dropped Out,75.45,80,6400.0,6065.47,8,1.0,No,2000.0,Individual,2
BEN-00344,22,Female,Karnataka,Bangalore,Education,2025-10-19,Completed,67.77,82,6200.0,5079.23,4,4.0,No,1900.0,Individual,5
BEN-00345,23,Male,Delhi,New Delhi,Health Awareness,2023-11-12,Completed,92.39,13,1600.0,1447.15,5,4.0,No,0.0,None,0
BEN-00346,30,Male,West Bengal,Kolkata,Women Empowerment,2025-10-13,Completed,83.32,133,20000.0,15706.11,4,4.0,No,3000.0,Individual,3
BEN-00347,15,Male,Delhi,New Delhi,Health Awareness,2022-06-02,Completed,100.0,11,2200.0,2027.0,3,,No,0.0,None,4
BEN-00348,15,Female,Uttar Pradesh,Kanpur,Skill Development,2022-05-21,Completed,62.03,209,21700.0,18226.04,1,4.0,No,27000.0,CSR,4
BEN-00349,20,Male,Maharashtra,Mumbai,Skill Development,2025-11-02,Ongoing,73.67,209,17000.0,13271.58,2,,No,18400.0,Corporate,0
BEN-00350,25,Male,Delhi,New Delhi,Women Empowerment,2024-03-26,Completed,81.26,123,18100.0,16509.93,9,4.0,No,0.0,None,3
BEN-00351,31,Female,Uttar Pradesh,Varanasi,Skill Development,2022-07-30,Completed,74.4,190,25100.0,22101.53,8,4.0,No,21100.0,Corporate,1
BEN-00352,42,Female,Uttar Pradesh,Kanpur,Women Empowerment,2024-02-21,Completed,63.61,107,13400.0,11561.45,4,3.0,No,0.0,None,4
BEN-00353,36,Male,Uttar Pradesh,Noida,Women Empowerment,2025-04-13,Completed,64.24,126,12700.0,11475.8,7,3.0,Yes,12700.0,Government,2
BEN-00354,26,Female,Uttar Pradesh,Varanasi,Education,2025-06-07,Completed,85.28,66,7100.0,7047.24,7,5.0,No,0.0,None,4
BEN-00355,27,Male,Maharashtra,Mumbai,Health Awareness,2025-07-23,Completed,60.34,11,1900.0,1676.24,7,3.0,No,2600.0,Individual,2
BEN-00356,17,Female,Maharashtra,Nagpur,Health Awareness,2024-06-25,Completed,85.61,8,2700.0,2374.61,6,,No,0.0,None,3
BEN-00357,27,Female,Uttar Pradesh,Lucknow,Women Empowerment,2025-07-27,Completed,88.36,103,19700.0,16883.21,4,4.0,No,1800.0,Individual,2
BEN-00358,25,Female,Delhi,South Delhi,Education,2024-03-26,Completed,73.73,72,9200.0,8379.51,4,4.0,No,8400.0,Corporate,2
BEN-00359,31,Male,Maharashtra,Mumbai,Skill Development,2024-08-18,Completed,76.0,221,25500.0,25110.19,9,4.0,No,0.0,None,2
